audio_id,title,language,category
678a51d813537f4d204a089e,Welcome to Gen-Z's Show-Off Culture!,Hindi,Current Affairs
678a51dc13537f4d204a08b5,What Indian women want？,Hindi,Current Affairs
678a51e113537f4d204a08cc,What is India's GREATEST Achievement？,Hindi,Current Affairs
678a51e613537f4d204a08e3,What is WRONG with Bollywood Music？,Hindi,Current Affairs
678a51eb13537f4d204a08fa,Why Are Bollywood Movies FLOPPING？,Hindi,Current Affairs
678a51f613537f4d204a0911,Why Are Indian Men FAT？,Hindi,Current Affairs
678a51fd13537f4d204a0928,Why India Failed. But China Succeeded.,Hindi,Current Affairs
678a520313537f4d204a093f,Why India Has Fake Doctors,Hindi,Current Affairs
678a520a13537f4d204a0956,Why Indians Don't Divorce,Hindi,Current Affairs
678a520f13537f4d204a096d,Why Telugu Movies Are LIKE THIS？,Hindi,Current Affairs
678a521313537f4d204a0984,Why YOU Can't Buy a House ｜ Corruption in Property Market,Hindi,Current Affairs
678a521813537f4d204a099b,Why is Indian media STUPID,Hindi,Current Affairs
678a521e13537f4d204a09b2,Why is SSR TRENDING？,Hindi,Current Affairs
678a522713537f4d204a09c9,Your Parents Are Lonely. Do Something Now.,Hindi,Current Affairs
678a710e13537f4d204a0c5f,Agneepath Scheme Explained,Hindi,Current Affairs
678a711913537f4d204a0c76,Bangladesh Crisis Explained,Hindi,Current Affairs
678a712213537f4d204a0c8d,Congress Internal Party Election 2022,Hindi,Current Affairs
678a712913537f4d204a0ca4,Death Penalty Of Indian Navy Officers,Hindi,Current Affairs
678a713313537f4d204a0cbb,Hamas-Israel Conflict Explained,Hindi,Current Affairs
678a713b13537f4d204a0cd2,How Adani Controls Every Airport？,Hindi,Current Affairs
678a714213537f4d204a0d09,Israel's Pager Attack,Hindi,Current Affairs
678a714a13537f4d204a0d2c,Johnny Depp Vs Amber Heard Trial,Hindi,Current Affairs
678a714f13537f4d204a0d43,Nupur Sharma Controversy,Hindi,Current Affairs
678a715513537f4d204a0d5a,Prajwal Revanna's Scandal,Hindi,Current Affairs
678a715c13537f4d204a0d83,Reality Of Hindenburg Research,Hindi,Current Affairs
678a716513537f4d204a0daa,Reality Of Kerala Story,Hindi,Current Affairs
678a717213537f4d204a0dee,Reality Of Waqf Board,Hindi,Current Affairs
678a717a13537f4d204a0e05,Reality of Odisha Train Accident,Hindi,Current Affairs
678a718013537f4d204a0e1c,Takeover Of NDTV By Adani,Hindi,Current Affairs
678a718413537f4d204a0e33,Why Did Elon Buy Twitter？,Hindi,Current Affairs
678a718a13537f4d204a0e4a,Why layoffs are happening？,Hindi,Current Affairs
678a718f13537f4d204a0e61,Yasin Malik Life Imprisonment,Hindi,Current Affairs
678bd6ce13537f4d204a16f2,10 things losers say #abhiandniyu #shorts,Hindi,Social Issues
678bd6cf13537f4d204a1709,10 years of being together - abhiandniyu #shorts,Hindi,Social Issues
678bd6d613537f4d204a1720,2 types of people in the world #abhiandniyu #shorts,Hindi,Social Issues
678bd6d813537f4d204a1737,2022 will be Different if… #shorts #abhiandniyu,Hindi,Social Issues
678bd6d913537f4d204a174e,3 BEST TIPS to earn money as freelancers #abhiandniyu #shorts,Hindi,Social Issues
678bd6da13537f4d204a1765,3 Best Books for Beginners #shorts #abhiandniyu,Hindi,Social Issues
678bd6dc13537f4d204a177c,3 Best Family shows to watch #shorts,Hindi,Social Issues
678bd6de13537f4d204a1793,3 Biggest mistakes of MY LIFE ｜ #abhiandniyu #shorts,Hindi,Social Issues
678bd6df13537f4d204a17aa,3 EXCITING ISRO missions #abhiandniyu #shorts,Hindi,Social Issues
678bd6e113537f4d204a17c1,3 Leadership lessons from Thor #abhiandniyu #shorts,Hindi,Social Issues
678bd6e313537f4d204a17d8,3 Lessons from our FIGHTS ｜ #abhiandniyu #shorts,Hindi,Social Issues
678bd6e513537f4d204a17ef,3 Mistakes of Karna ! ｜ #abhiandniyu #shorts,Hindi,Social Issues
678bd6e613537f4d204a1806,3 Mistakes to avoid in love #shorts,Hindi,Social Issues
678bd6e813537f4d204a181d,3 best romantic films #abhiandniyu #shorts,Hindi,Social Issues
678bd6ef13537f4d204a1834,3 books to upgrade yourself #abhiandniyu #shorts,Hindi,Social Issues
678bd6f013537f4d204a184b,3 hardest things in life #shorts,Hindi,Social Issues
678bd6f213537f4d204a1862,3 mistakes of my life ｜ #shorts #abhiandniyu,Hindi,Social Issues
678bd6f313537f4d204a1879,3 movies that made me cry 😢 #shorts #abhiandniyu,Hindi,Social Issues
678bd6f413537f4d204a1890,3 relationship rules #shorts #abhiandniyu,Hindi,Social Issues
678bd6f613537f4d204a18a7,3 shopping scams you need to know! #abhiandniyu #shorts,Hindi,Social Issues
678bd6f713537f4d204a18be,3 skills to get RICH,Hindi,Social Issues
678bd6f813537f4d204a18d5,3 words can DESTROY you #abhiandniyu #shorts,Hindi,Social Issues
678bd6fa13537f4d204a18ec,5 shocking facts about Volodymyr Zelensky #abhiandniyu #shorts,Hindi,Social Issues
678bd6fb13537f4d204a1903,A message for Introverts #abhiandniyu #shorts,Hindi,Social Issues
678bd6fd13537f4d204a191a,AI will change Indian Education,Hindi,Social Issues
678bd6ff13537f4d204a1931,Air ticket for one rupee？,Hindi,Social Issues
678bd70113537f4d204a1948,Ajit Doval - Indian James Bond #shorts #abhiandniyu,Hindi,Social Issues
678bd70313537f4d204a195f,All teachers need to know this #abhiandniyu #shorts,Hindi,Social Issues
678bd70413537f4d204a1976,America’s masterplan to defeat Russia #abhiandniyu #shorts,Hindi,Social Issues
678bd70513537f4d204a198d,Amitabh was a failure？!？ #abhiandniyu #shorts,Hindi,Social Issues
678bd70713537f4d204a19a4,Are Modak’s healthy or unhealthy？ #shorts,Hindi,Social Issues
678bd70713537f4d204a19bb,Are you okay ？ ｜ #abhiandniyu #shorts,Hindi,Social Issues
678bd70913537f4d204a19d2,Are you serious about love #shorts,Hindi,Social Issues
678bd70a13537f4d204a19e9,Assam defeated the Mughals #abhiandniyu #shorts,Hindi,Social Issues
678bd71113537f4d204a1a00,Assam needs your help ｜ Assam Floods 2022 ｜ #abhiandniyu #shorts,Hindi,Social Issues
678bd71213537f4d204a1a17,Atal Bihari Vajpayee - India's BEST PM？ #shorts,Hindi,Social Issues
678bd71413537f4d204a1a2e,Australia is weird,Hindi,Social Issues
678bd71513537f4d204a1a45,BEST Hindi Thriller Films to watch #shorts,Hindi,Social Issues
678bd71613537f4d204a1a5c,BEST Suspense Films to watch ｜ #abhiandniyu #shorts,Hindi,Social Issues
678bd71813537f4d204a1a73,BEST TEDx talks you MUST see #abhiandniyu #shorts,Hindi,Social Issues
678bd71913537f4d204a1a8a,Bad friends can destroy you #abhiandniyu #shorts,Hindi,Social Issues
678bd71a13537f4d204a1aa1,Bad friends can destroy you #abhiandniyu #shorts,Hindi,Social Issues
678bd71c13537f4d204a1ab8,Bad things happen to good people #abhiandniyu #shorts,Hindi,Social Issues
678bd71d13537f4d204a1acf,Bal Krishna teaches a very important lesson #abhiandniyu #shorts,Hindi,Social Issues
678bd71e13537f4d204a1ae6,Best Advice to achieve your DREAMS ! ｜ #abhiandniyu #shorts,Hindi,Social Issues
678bd72013537f4d204a1afd,Best advice for passionate people #abhiandniyu #shorts,Hindi,Social Issues
678bd72213537f4d204a1b14,Best advice for youngsters #abhiandniyu #shorts,Hindi,Social Issues
678bd72313537f4d204a1b2b,Best animated films to watch NOW #abhiandniyu #shorts,Hindi,Social Issues
678bd72413537f4d204a1b42,Best places to see in India #abhiandniyu #shorts,Hindi,Social Issues
678bd72613537f4d204a1b59,Best science movies #shorts #abhiandniyu,Hindi,Social Issues
678bd72c13537f4d204a1b70,Biggest failure in the world ｜ #abhiandniyu #shorts,Hindi,Social Issues
678bd72d13537f4d204a1b87,Biggest mistake of my life #shorts,Hindi,Social Issues
678bd72f13537f4d204a1b9e,Bihar’s RICH culture,Hindi,Social Issues
678bd73113537f4d204a1bb5,Bollywood is finished ｜ #abhiandniyu #shorts,Hindi,Social Issues
678bd73213537f4d204a1bcc,Bring back Indian Gurukuls,Hindi,Social Issues
678bd73413537f4d204a1be3,Can MONEY make you happy？,Hindi,Social Issues
678bd73613537f4d204a1bfa,Can UPI beat cash？ #shorts  #abhiandniyu,Hindi,Social Issues
678bd73713537f4d204a1c11,Can't decide what to watch on Netflix？ It's called choice paralysis #abhiandniyu #shorts,Hindi,Social Issues
678bd73813537f4d204a1c28,Canada’s BIG mistake,Hindi,Social Issues
678bd73a13537f4d204a1c3f,Can’t sleep？ Watch this!,Hindi,Social Issues
678bd73b13537f4d204a1c56,Careers that can make you rich,Hindi,Social Issues
678bd73c13537f4d204a1c6d,Cars of the future #shorts,Hindi,Social Issues
678bd73e13537f4d204a1c84,Cheating against India？ #abhiandniyu #shorts,Hindi,Social Issues
678bd73f13537f4d204a1c9b,Chhatrapati Sambhaji Maharaj -India’s bravest prince #abhiandniyu #shorts,Hindi,Social Issues
678bd74013537f4d204a1cb2,Chhatrapati Shivaji DESTROYED secularism,Hindi,Social Issues
678bd74113537f4d204a1cc9,China is a strange country #shorts,Hindi,Social Issues
678bd74313537f4d204a1ce0,Chinese Scam can LOOT you #shorts,Hindi,Social Issues
678bd74413537f4d204a1cf7,College taught me this #abhiandniyu #shorts,Hindi,Social Issues
678bd74613537f4d204a1d0e,Common English mistakes to avoid! #abhiandniyu #shorts,Hindi,Social Issues
678bd74713537f4d204a1d25,DID YOU KILL YOUR DREAM IN 2024？,Hindi,Social Issues
678bd74a13537f4d204a1d3c,Do you hate your parents？ #abhiandniyu #shorts,Hindi,Social Issues
678bd74b13537f4d204a1d53,Does a degree matter   ？ ｜ #abhiandniyu #shorts,Hindi,Social Issues
678bd74c13537f4d204a1d6a,Don't Screw 2024,Hindi,Social Issues
678bd74e13537f4d204a1d81,Don't chase STUPID things #abhiandniyu #shorts,Hindi,Social Issues
678bd74f13537f4d204a1d98,Don't fall in love ｜ #abhiandniyu #shorts,Hindi,Social Issues
678bd75113537f4d204a1daf,Don't work HARD for success #shorts,Hindi,Social Issues
678bd75213537f4d204a1dc6,Don’t lie for love ! ｜ #abhiandniyu #shorts,Hindi,Social Issues
678bd75413537f4d204a1ddd,Dr Strange is very special ｜ #abhiandniyu #shorts,Hindi,Social Issues
678bd75513537f4d204a1df4,EVERY Parent needs to hear this ! ｜ #abhiandniyu #shorts,Hindi,Social Issues
678bd75713537f4d204a1e0b,Elon Musk is Tony Stark in real life #abhiandniyu #shorts,Hindi,Social Issues
678bd75813537f4d204a1e22,Elon Musk was poor by choice #abhiandniyu #shorts,Hindi,Social Issues
678bd75a13537f4d204a1e39,Elon Musk will change Twitter #shorts,Hindi,Social Issues
678bd75c13537f4d204a1e50,Elon Musk’s idea of education ｜ #abhiandniyu #shorts,Hindi,Social Issues
678bd75d13537f4d204a1e67,Elon musk HATES this #abhiandniyu #shorts,Hindi,Social Issues
678bd76413537f4d204a1e7e,Email MISTAKES to avoid #shorts #abhiandniyu,Hindi,Social Issues
678bd76513537f4d204a1e95,Exams are not fair for all students #abhiandniyu #shorts,Hindi,Social Issues
678bd76713537f4d204a1eac,Exams need to change ｜ #abhiandniyu #shorts,Hindi,Social Issues
678bd76913537f4d204a1ec3,Falling markets are NOT BAD NEWS #abhiandniyu #shorts,Hindi,Social Issues
678bd76a13537f4d204a1eda,Farmers protest are BLACKMAIL,Hindi,Social Issues
678bd76b13537f4d204a1ef1,Fashion industry is a SCAM #shorts,Hindi,Social Issues
678bd76d13537f4d204a1f08,Father of Indian Cinema #abhiandniyu #shorts,Hindi,Social Issues
678bd76e13537f4d204a1f1f,Follow these RULES in 2022!! #abhiandniyu #shorts,Hindi,Social Issues
678bd77013537f4d204a1f36,Ganpati Bappa Morya 🥺🙏,Hindi,Social Issues
678bd77113537f4d204a1f4d,Get married to save money #abhiandniyu #shorts,Hindi,Social Issues
678bd77213537f4d204a1f64,Go to space from this museum #abhiandniyu #shorts,Hindi,Social Issues
678bd77413537f4d204a1f7b,Gold medal for India,Hindi,Social Issues
678bd77513537f4d204a1f92,Haters are your biggest fans! #abhiandniyu #shorts,Hindi,Social Issues
678bd77613537f4d204a1fa9,Hidden gems on Hotstar ｜ #abhiandniyu #shorts,Hindi,Social Issues
678bd77813537f4d204a1fc0,Himachal Pradesh is amazing because… ｜ #abhiandniyu #shorts,Hindi,Social Issues
678bd77a13537f4d204a1fd7,Hitler stole Swastik from India,Hindi,Social Issues
678bd77b13537f4d204a1fee,How British LOOTED India？ 🤯｜ Dadabhai Naoroji  #abhiandniyu #shorts,Hindi,Social Issues
678bd77d13537f4d204a2005,How IPL makes money？ #abhiandniyu,Hindi,Social Issues
678bd77e13537f4d204a201c,How India Lost at CWG2022 #abhiandniyu #shorts,Hindi,Social Issues
678bd77f13537f4d204a2033,How Lijjat Papad made Indian women rich？ #abhiandniyu #shorts,Hindi,Social Issues
678bd78113537f4d204a204a,How McDonalds earns money？ ｜ #abhiandniyu #shorts,Hindi,Social Issues
678bd78313537f4d204a2061,How Steve Jobs was SCAMMED in India #abhiandniyu #shorts,Hindi,Social Issues
678bd78413537f4d204a2078,How Sugar is destroying your brain,Hindi,Social Issues
678bd78613537f4d204a208f,How TATA is making India electric #abhiandniyu #shorts,Hindi,Social Issues
678bd78713537f4d204a20a6,How To Make Money Online ｜ #abhiandniyu #shorts,Hindi,Social Issues
678bd78813537f4d204a20bd,How is Intragram killing Itself ! ｜ #abhiandniyu #shorts,Hindi,Social Issues
678bd78a13537f4d204a20d4,How to Avoid Trolls ｜ #abhiandniyu #shorts,Hindi,Social Issues
678bd78c13537f4d204a20eb,How to Destroy TROLLS ｜ #abhiandniyu #shorts,Hindi,Social Issues
678bd78d13537f4d204a2102,How to RETIRE EARLY？ Naval Ravikant's Theory #abhiandniyu #shorts,Hindi,Social Issues
678bd78e13537f4d204a2119,How to be a perfect man？ #shorts #abhiandniyu,Hindi,Social Issues
678bd78f13537f4d204a2130,How to feel confident ｜ #abhiandniyu #shorts,Hindi,Social Issues
678bd79013537f4d204a2147,How to live a happy life？ #shorts,Hindi,Social Issues
678bd79113537f4d204a215e,How to start reading？ 3 Tips ｜ #abhiandniyu #shorts,Hindi,Social Issues
678bd79313537f4d204a2175,How to vote？,Hindi,Social Issues
678bd79413537f4d204a218c,How will Russia Ukraine war impact India？ #abhiandniyu #shorts,Hindi,Social Issues
678bd79613537f4d204a21a3,Hustle culture is a lie #shorts #abhiandniyu,Hindi,Social Issues
678bd79813537f4d204a21ba,Hyderabad's dirty secret？ #shorts,Hindi,Social Issues
678bd79913537f4d204a21d1,I am dark and I hated it ｜ #abhiandniyu #shorts,Hindi,Social Issues
678bd79a13537f4d204a21e8,I am having an affair ｜ #abhiandniyu #shorts,Hindi,Social Issues
678bd79c13537f4d204a21ff,I challenged my WIFE,Hindi,Social Issues
678bd79d13537f4d204a2216,I had bad luck with exams #abhiandniyu #shorts,Hindi,Social Issues
678bd79e13537f4d204a222d,I learnt this the hard way! #shorts #abhiandniyu,Hindi,Social Issues
678bd79f13537f4d204a2244,I made a mistake when I was young #abhiandniyu #shorts,Hindi,Social Issues
678bd7a113537f4d204a225b,I was young and stupid #abhiandniyu #shorts,Hindi,Social Issues
678bd7a213537f4d204a2272,"If you never have TIME, watch this #shorts",Hindi,Social Issues
678bd7a313537f4d204a2289,India BROKE G20,Hindi,Social Issues
678bd7a513537f4d204a22a0,India needs to change THIS #shorts,Hindi,Social Issues
678bd7a613537f4d204a22b7,India needs to learn from Israel,Hindi,Social Issues
678bd7a713537f4d204a22ce,India won and Britain lost #shorts,Hindi,Social Issues
678bd7a813537f4d204a22e5,India's MOST UNIQUE festival - Rath yatra of Jagannath Puri #abhiandniyu #shorts,Hindi,Social Issues
678bd7aa13537f4d204a22fc,India's REAL achievements #shorts  #abhiandniyu,Hindi,Social Issues
678bd7ab13537f4d204a2313,India's biggest failure - APJ Abdul Kalam？ #abhiandniyu #shorts,Hindi,Social Issues
678bd7ad13537f4d204a232a,India's biggest problem today #abhiandniyu #shorts,Hindi,Social Issues
678bd7af13537f4d204a2341,India's bravest soldier - Captain Vikram Batra #abhiandniyu #shorts,Hindi,Social Issues
678bd7b013537f4d204a2358,India's smartest man？ #shorts,Hindi,Social Issues
678bd7b113537f4d204a236f,Indian AI will make you FIT,Hindi,Social Issues
678bd7b313537f4d204a2386,Indian Army is weak？ - Al Jazeera thinks so,Hindi,Social Issues
678bd7b413537f4d204a239d,Indian education system is flawed because… #shorts,Hindi,Social Issues
678bd7b513537f4d204a23b4,Indian restaurant is NO 1 in America #shorts,Hindi,Social Issues
678bd7b613537f4d204a23cb,Indian students need to hear this #abhiandniyu #shorts,Hindi,Social Issues
678bd7bd13537f4d204a23e2,India’s BEST airport？ #shorts #abhiandniyu,Hindi,Social Issues
678bd7bf13537f4d204a23f9,India’s BIGGEST expenses exposed,Hindi,Social Issues
678bd7c013537f4d204a2410,India’s BIGGEST festival exposed,Hindi,Social Issues
678bd7c113537f4d204a2427,India’s REAL achievements #abhiandniyu #shorts,Hindi,Social Issues
678bd7c213537f4d204a243e,India’s greatest army officer - Sam Manekshaw  #shorts  #abhiandniyu,Hindi,Social Issues
678bd7c413537f4d204a2455,Instagram is a lie #abhiandniyu #shorts,Hindi,Social Issues
678bd7c513537f4d204a246c,Instagram is a lie,Hindi,Social Issues
678bd7c713537f4d204a2483,Is ISRO waste of money？ #abhiandniyu #shorts,Hindi,Social Issues
678bd7c913537f4d204a249a,Is Ladakh dying？,Hindi,Social Issues
678bd7ca13537f4d204a24b1,Is Pepsi dangerous？ #shorts,Hindi,Social Issues
678bd7cc13537f4d204a24c8,Is cricket tax free？ #abhiandniyu #shorts,Hindi,Social Issues
678bd7cd13537f4d204a24df,JAPAN is very different #shorts,Hindi,Social Issues
678bd7ce13537f4d204a24f6,Japan’s CRAZY secret to happiness,Hindi,Social Issues
678bd7d013537f4d204a250d,Job vs Business？ One main difference #abhiandniyu #shorts,Hindi,Social Issues
678bd7d113537f4d204a2524,Kargil Vijay Divas #abhiandniyu #shorts,Hindi,Social Issues
678bd7d713537f4d204a253b,Kashmir - India's G20 HERO,Hindi,Social Issues
678bd7d913537f4d204a2552,Kolkata R@PE case,Hindi,Social Issues
678bd7da13537f4d204a2569,Learn to say NO ｜ #abhiandniyu #shorts,Hindi,Social Issues
678bd7dc13537f4d204a2580,Life is Like a Swimming Pool ｜ #abhiandniyu #shorts,Hindi,Social Issues
678bd7dd13537f4d204a2597,Love at first sight is a lie #shorts,Hindi,Social Issues
678bd7df13537f4d204a25ae,Make money by writing ｜ #abhiandniyu #shorts,Hindi,Social Issues
678bd7e013537f4d204a25c5,Market Crash is good for you ？ ｜ #abhiandniyu #shorts,Hindi,Social Issues
678bd7e213537f4d204a25dc,Marriage is a mistake？ #shorts,Hindi,Social Issues
678bd7e313537f4d204a25f3,Mindblowing Hollywood Movies to watch #shorts,Hindi,Social Issues
678bd7e513537f4d204a260a,Mistakes are not bad ｜ #abhiandniyu #shorts,Hindi,Social Issues
678bd7e713537f4d204a2621,Money advice for freelancers #abhiandniyu #shorts,Hindi,Social Issues
678bd7e813537f4d204a2638,Money can buy happiness #abhoandniyu #shorts,Hindi,Social Issues
678bd7ea13537f4d204a264f,Money isn’t everything #abhiandniyu #shorts,Hindi,Social Issues
678bd7eb13537f4d204a2666,Most important story from Mahabharat #abhiandniyu #shorts,Hindi,Social Issues
678bd7ed13537f4d204a267d,Most inspiring story from India #abhiandniyu #shorts,Hindi,Social Issues
678bd7ef13537f4d204a2694,Motivation is a scam #abhiandniyu #shorts,Hindi,Social Issues
678bd7f013537f4d204a26ab,Movie Characters teach you life lessons ! ｜ #abhiandniyu #shorts,Hindi,Social Issues
678bd7f213537f4d204a26c2,Mumbai’s BEST kept secret,Hindi,Social Issues
678bd7f313537f4d204a26d9,Mumbai’s Bridge to PROGRESS,Hindi,Social Issues
678bd7f413537f4d204a26f0,Must watch #Marathi films #abhiandniyu #shorts,Hindi,Social Issues
678bd7f613537f4d204a2707,Must watch movies on Sony Liv #abhiandniyu #shorts,Hindi,Social Issues
678bd7f713537f4d204a271e,My English was bad #abhiandniyu #shorts,Hindi,Social Issues
678bd7f913537f4d204a2735,My biggest mistake in college #abhiandniyu #shorts,Hindi,Social Issues
678bd7fa13537f4d204a274c,My birthday message to myself #shorts #abhiandniyu,Hindi,Social Issues
678bd80113537f4d204a2763,My favourite BOOK is... #abhiandniyu #shorts,Hindi,Social Issues
678bd80213537f4d204a277a,My favourite SCARY MOVIES #shorts,Hindi,Social Issues
678bd80413537f4d204a2791,My favourite character from #aspirants #shorts,Hindi,Social Issues
678bd80613537f4d204a27a8,My wish for women’s day #abhiandniyu #shorts,Hindi,Social Issues
678bd80713537f4d204a27bf,Mysteries of Kailash Temple ! ｜ #abhiandniyu #shorts,Hindi,Social Issues
678bd80913537f4d204a27d6,National Doctors Day Special #shorts,Hindi,Social Issues
678bd80a13537f4d204a27ed,Nehru vs BOSE,Hindi,Social Issues
678bd80b13537f4d204a2804,Niyu’s birthday special #abhiandniyu #shorts,Hindi,Social Issues
678bd80c13537f4d204a281b,Odisha - From Poorest to the BEST ! #abhiandniyu #shorts,Hindi,Social Issues
678bd80d13537f4d204a2832,One BIG problem with motivation,Hindi,Social Issues
678bd80f13537f4d204a2849,One advice for all youngsters #shorts #abhiandniyu,Hindi,Social Issues
678bd81013537f4d204a2860,Our 3 favourite YouTube channels #shorts #abhiandniyu,Hindi,Social Issues
678bd81113537f4d204a2877,Our favourite @beerbiceps podcasts #abhiandniyu #shorts,Hindi,Social Issues
678bd81313537f4d204a288e,Our favourite YouTube channels #abhiandniyu #shorts,Hindi,Social Issues
678bd81413537f4d204a28a5,Our response to haters #abhiandniyu #shorts,Hindi,Social Issues
678bd81713537f4d204a28bc,Our wedding was beautiful #abhiandniyu #shorts,Hindi,Social Issues
678bd81813537f4d204a28d3,PM Modi must learn from Bangladesh,Hindi,Social Issues
678bd81913537f4d204a28ea,Patience is the key ｜ #Abhiandniyu #shorts,Hindi,Social Issues
678bd81a13537f4d204a2901,Plant trees for FREE #shorts,Hindi,Social Issues
678bd81c13537f4d204a2918,Qatar FIFA world cup is controversial because… #shorts,Hindi,Social Issues
678bd81d13537f4d204a292f,Quick tip to save water #abhiandniyu #shorts,Hindi,Social Issues
678bd81f13537f4d204a2946,Ram Mandir SCAM exposed,Hindi,Social Issues
678bd82013537f4d204a295d,Ramanujan - the greatest mathematician ever lived #abhiandniyu #shorts,Hindi,Social Issues
678bd82213537f4d204a2974,Ratan Tata is a HERO because... #shorts,Hindi,Social Issues
678bd82413537f4d204a298b,Ratan Tata is our hero #shorts #abhiandniyu,Hindi,Social Issues
678bd82413537f4d204a29a2,Read Psychology of Money to get rich #abhiandniyu #shorts,Hindi,Social Issues
678bd82613537f4d204a29b9,Reading is NOT important ｜ #abhiandniyu #shorts,Hindi,Social Issues
678bd82813537f4d204a29d0,Reason behind Zimbabwe's Hyperinflation ! ｜ #abhiandniyu #shorts,Hindi,Social Issues
678bd82913537f4d204a29e7,Rich Dad Poor Dad in 30 seconds! #shorts,Hindi,Social Issues
678bd82a13537f4d204a29fe,Richest Indian CEOs (International Edition) #shorts,Hindi,Social Issues
678bd82c13537f4d204a2a15,Robots will be your enemy because… #abhiandniyu #shorts,Hindi,Social Issues
678bd82d13537f4d204a2a2c,Sachin Tendulkar is a failure !？! #shorts #abhiandniyu,Hindi,Social Issues
678bd82e13537f4d204a2a43,Samosa is NOT INDIAN？ #shorts,Hindi,Social Issues
678bd83013537f4d204a2a5a,Save Tax by buying an EV #abhiandniyu #shorts,Hindi,Social Issues
678bd83113537f4d204a2a71,Save earth with mangoes ｜ #abhiandniyu #shorts,Hindi,Social Issues
678bd83213537f4d204a2a88,Save the world with this step #abhiandniyu #shorts,Hindi,Social Issues
678bd83413537f4d204a2a9f,Schools won’t teach you THIS! #shorts,Hindi,Social Issues
678bd83513537f4d204a2ab6,Secret of PARLE G biscuits #shorts,Hindi,Social Issues
678bd83613537f4d204a2acd,Secret to a Happy Life #shorts,Hindi,Social Issues
678bd83713537f4d204a2ae4,Secrets of a long lasting relationship #abhiandniyu #shorts,Hindi,Social Issues
678bd83813537f4d204a2afb,Shopping Trick you MUST know ｜ #abhiandniyu #shorts,Hindi,Social Issues
678bd83a13537f4d204a2b12,Short books to read ｜ #abhiandniyu #shorts,Hindi,Social Issues
678bd83c13537f4d204a2b29,Singapore BANNED these things ! ｜ #abhiandniyu #shorts,Hindi,Social Issues
678bd83f13537f4d204a2b40,Social media is a scam #abhiandniyu #shorts,Hindi,Social Issues
678bd84013537f4d204a2b57,Spend more to earn more! #abhiandniyu #shorts,Hindi,Social Issues
678bd84213537f4d204a2b6e,Sri Krishna teaches us leadership #abhiandniyu #shorts,Hindi,Social Issues
678bd84313537f4d204a2b85,Steve Jobs advice for young students 😲 ｜ #abhiandniyu #shorts,Hindi,Social Issues
678bd84513537f4d204a2b9c,Stop comparing yourself with your friends ｜ #abhiandniyu #shorts,Hindi,Social Issues
678bd84613537f4d204a2bb3,Story of MOST unique cafe ! ｜ #abhiandniyu #shorts,Hindi,Social Issues
678bd84813537f4d204a2bca,Stranger things taught me this #abhiandniyu #shorts,Hindi,Social Issues
678bd84913537f4d204a2be1,Struggle is necessary for success #shorts #abhiandniyu,Hindi,Social Issues
678bd84a13537f4d204a2bf8,Study without distractions like this #abhiandniyu #shorts,Hindi,Social Issues
678bd84c13537f4d204a2c0f,Subtle art of not giving a F - explained in a minute #abhiandniyu #shorts,Hindi,Social Issues
678bd84d13537f4d204a2c26,Success is not a straight line #shorts #abhiandniyu,Hindi,Social Issues
678bd84e13537f4d204a2c3d,Suhana Khan is a farmer？,Hindi,Social Issues
678bd85013537f4d204a2c54,Super rich politicians of India #abhiandniyu #shorts,Hindi,Social Issues
678bd85113537f4d204a2c6b,Super scary movies to watch,Hindi,Social Issues
678bd85313537f4d204a2c82,Supercop of India #abhiandniyu #shorts,Hindi,Social Issues
678bd85413537f4d204a2c99,THIS MAN can save Pakistan! #abhiandniyu,Hindi,Social Issues
678bd85613537f4d204a2cb0,Taking a break is important #abhiandniyu #shorts,Hindi,Social Issues
678bd85713537f4d204a2cc7,Talking about Mental Health is important #abhiandniyu #shorts,Hindi,Social Issues
678bd85913537f4d204a2cde,Tallest bridge in the world is in India #abhiandniyu #shorts,Hindi,Social Issues
678bd85a13537f4d204a2cf5,Telegram SCAM alert! #shorts,Hindi,Social Issues
678bd85c13537f4d204a2d0c,Thank your body #shorts #abhiandniyu,Hindi,Social Issues
678bd85d13537f4d204a2d23,The Electricity SCAM 💡｜ #abhiandniyu #shorts,Hindi,Social Issues
678bd85f13537f4d204a2d3a,The Most Beautiful Story you will hear ! ｜ #abhiandniyu #shorts,Hindi,Social Issues
678bd86013537f4d204a2d51,The Story of Parle-G ｜ #abhiandniyu #shorts,Hindi,Social Issues
678bd86213537f4d204a2d68,The Worst Advice I Got ｜ #abhiandniyu #shorts,Hindi,Social Issues
678bd86313537f4d204a2d7f,The end of China？ #shorts,Hindi,Social Issues
678bd86413537f4d204a2d96,The line that changed my life ｜ #abhiandniyu #shorts,Hindi,Social Issues
678bd86613537f4d204a2dad,The secret of SUCCESS ｜ #abhiandniyu #shorts,Hindi,Social Issues
678bd86813537f4d204a2dc4,The smartest Indian - C V Raman,Hindi,Social Issues
678bd86a13537f4d204a2ddb,These are the must watch animated films ｜ #abhiandniyu #shorts,Hindi,Social Issues
678bd86b13537f4d204a2df2,These videos will change your life #shorts,Hindi,Social Issues
678bd86d13537f4d204a2e09,This CWG medalist will make you cry #abhiandniyu #shorts,Hindi,Social Issues
678bd86f13537f4d204a2e20,"This Diwali, buy Made in India lights #shorts #abhiandniyu",Hindi,Social Issues
